Timestamp,Value
1711324800.0,255650.0
1727136000.0,3757688.0
1727222400.0,11918069.0
1727308800.0,1461963.0
1727568000.0,188389.0
1727654400.0,2971148.0
1727740800.0,12668302.0
1727827200.0,1358047.0
1727913600.0,847297.0
1728000000.0,1432168.0
1728172800.0,307132.0
1728259200.0,2077968.0
1728432000.0,593545.0
1728518400.0,1236505.0
1728604800.0,3470424.0
1728691200.0,226925.0
1734912000.0,3233015.0
